name,game_date,period,toulan_cengong,x,y
Raymond Felton,11/16/16,4,0,-1,51
Jonas Valanciunas,11/16/16,1,1,19,51
Dante Cunningham,11/16/16,1,1,74,11
Dwight Powell,11/16/16,2,0,235,13
Dwight Powell,11/16/16,3,1,-155,2
Patrick Patterson,11/16/16,2,0,166,-6
Dwight Powell,11/16/16,2,0,153,120
Wesley Matthews,11/16/16,2,0,-140,218
J.J. Barea,11/16/16,1,1,-150,203
J.J. Barea,11/16/16,1,0,207,149
J.J. Barea,11/16/16,3,0,76,234
Cory Joseph,11/16/16,2,0,-222,0
Eric Gordon,11/16/16,2,1,61,244
Wesley Matthews,11/16/16,3,1,-225,120
Chandler Parsons,11/16/16,1,0,15,262
Eric Gordon,11/16/16,4,0,-151,198
Patrick Patterson,11/16/16,2,0,230,43
Eric Gordon,11/16/16,3,1,-165,193
Wesley Matthews,11/16/16,3,1,-194,169
Dante Cunningham,11/16/16,3,0,145,100
Wesley Matthews,11/16/16,1,0,-117,223
Kyle Lowry,11/16/16,3,0,161,124
Jonas Valanciunas,11/16/16,2,1,6,126
Eric Gordon,11/16/16,4,0,200,139
Eric Gordon,11/16/16,3,0,-197,159
Deron Williams,11/16/16,1,0,-165,190
Kyle Lowry,11/16/16,3,0,-34,232
Wesley Matthews,11/16/16,4,1,32,242
Cory Joseph,11/16/16,1,0,-230,-6
Jonas Valanciunas,11/16/16,1,1,9,21
Wesley Matthews,11/16/16,4,0,225,7
Eric Gordon,11/16/16,2,0,38,3
Patrick Patterson,11/16/16,1,0,-230,-1
DeMarre Carroll,11/16/16,1,1,235,36
DeMarre Carroll,11/16/16,1,1,-207,146
Kyle Lowry,11/16/16,1,1,73,247
Patrick Patterson,11/16/16,4,0,-130,18
DeMarre Carroll,11/16/16,1,0,135,223
Jonas Valanciunas,11/16/16,1,1,174,36
Dwight Powell,11/16/16,4,0,-50,164
Wesley Matthews,11/16/16,1,1,-223,115
Eric Gordon,11/16/16,1,0,-17,262
Eric Gordon,11/16/16,2,0,-4,264
Dante Cunningham,11/16/16,3,0,102,154
Wesley Matthews,11/16/16,4,0,43,262
Dante Cunningham,11/16/16,3,1,61,252
Eric Gordon,11/16/16,4,0,-73,232
Dante Cunningham,11/16/16,1,0,-228,2
Eric Gordon,11/16/16,1,0,-73,239
Deron Williams,11/16/16,1,0,109,229
Wesley Matthews,11/16/16,3,1,101,228
Eric Gordon,11/16/16,4,0,28,257
Wesley Matthews,11/16/16,3,0,191,160
DeMarre Carroll,11/16/16,2,0,-94,237
Chandler Parsons,11/16/16,1,0,-32,244
Kyle Lowry,11/16/16,4,0,132,237
Dante Cunningham,11/16/16,1,1,182,-11
Wesley Matthews,11/16/16,1,0,-122,218
DeMarre Carroll,11/16/16,3,0,-210,136
Patrick Patterson,11/16/16,1,0,163,43
Dwight Powell,11/16/16,3,0,105,146
Dwight Powell,11/16/16,3,0,-4,33
Eric Gordon,11/16/16,3,1,14,-1
Dwight Powell,11/16/16,2,0,6,26
Omer Asik,11/16/16,2,0,0,28
Jonas Valanciunas,11/16/16,1,1,1,26
Dante Cunningham,11/16/16,1,0,1,-6
Eric Gordon,11/16/16,2,0,9,3
Kyle Lowry,11/16/16,3,0,28,34
Dante Cunningham,11/16/16,1,0,6,7
Patrick Patterson,11/16/16,1,1,25,13
DeMar DeRozan,11/16/16,2,0,-48,174
DeMar DeRozan,11/16/16,1,0,55,237
J.J. Barea,11/16/16,1,0,63,111
Eric Gordon,11/16/16,2,0,-138,213
DeMar DeRozan,11/16/16,3,1,-138,87
DeMar DeRozan,11/16/16,3,1,25,169
Dwight Powell,11/16/16,2,0,58,164
DeMar DeRozan,11/16/16,1,0,-132,124
Kyle Lowry,11/16/16,3,1,150,213
Chandler Parsons,11/16/16,2,1,-101,67
Kyle Lowry,11/16/16,4,0,218,129
Kyle Lowry,11/16/16,1,1,-112,239
Cory Joseph,11/16/16,4,1,158,46
Wesley Matthews,11/16/16,1,0,150,200
DeMar DeRozan,11/16/16,3,0,40,210
DeMar DeRozan,11/16/16,1,1,-25,195
Deron Williams,11/16/16,2,0,-86,141
Raymond Felton,11/16/16,4,1,0,2
Zaza Pachulia,11/16/16,2,1,4,11
DeMar DeRozan,11/16/16,2,0,10,452
Patrick Patterson,11/16/16,4,1,227,139
DeMar DeRozan,11/16/16,4,1,-19,21
J.J. Barea,11/16/16,4,1,-132,124
Wesley Matthews,11/16/16,4,1,15,252
J.J. Barea,11/16/16,1,1,-147,149
Eric Gordon,11/16/16,4,1,56,239
Kyle Lowry,11/16/16,2,0,32,242
Raymond Felton,11/16/16,1,0,135,164
DeMar DeRozan,11/16/16,2,0,-155,56
DeMar DeRozan,11/16/16,1,1,240,-11
DeMar DeRozan,11/16/16,3,0,28,242
Raymond Felton,11/16/16,4,0,-30,208
Dante Cunningham,11/16/16,3,0,4,21
Cory Joseph,11/16/16,1,1,46,23
Kyle Lowry,11/16/16,2,0,42,70
Jonas Valanciunas,11/16/16,2,1,-110,3
Wesley Matthews,11/16/16,2,1,-91,33
Chandler Parsons,11/16/16,2,1,-114,120
DeMar DeRozan,11/16/16,1,1,6,121
Eric Gordon,11/17/16,4,1,-35,38
Eric Gordon,11/17/16,3,1,-16,7
Eric Gordon,11/17/16,4,0,-24,7
Eric Gordon,11/17/16,1,0,10,121
Eric Gordon,11/17/16,2,0,173,193
Eric Gordon,11/17/16,3,0,228,0
Eric Gordon,11/17/16,4,0,215,178
Eric Gordon,11/17/16,1,1,173,198
Eric Gordon,11/17/16,2,0,-125,136
Eric Gordon,11/17/16,1,1,-115,223
Eric Gordon,11/17/16,1,0,133,224
Eric Gordon,11/17/16,4,0,158,198
Eric Gordon,11/17/16,3,1,-50,190
Eric Gordon,11/17/16,1,1,-2,16
Eric Gordon,11/17/16,1,0,4,11
Cody Zeller,11/18/16,3,1,0,1
Cody Zeller,11/18/16,1,1,0,1
Anthony Davis,11/18/16,3,1,0,1
Jonas Valanciunas,11/18/16,1,1,0,1
Cody Zeller,11/18/16,4,1,0,1
Cody Zeller,11/18/16,1,1,14,3
Wesley Matthews,11/18/16,1,1,-2,0
Wesley Matthews,11/18/16,3,0,45,26
DeMarre Carroll,11/18/16,3,1,60,38
Cory Joseph,11/18/16,4,1,-6,8
Frank Kaminsky,11/18/16,3,0,15,2
Kemba Walker,11/18/16,4,1,-1,-5
DeMar DeRozan,11/18/16,4,1,18,5
DeMar DeRozan,11/18/16,2,1,24,7
DeMar DeRozan,11/18/16,5,1,-16,7
Cory Joseph,11/18/16,3,0,-19,7
Frank Kaminsky,11/18/16,3,1,4,0
DeMar DeRozan,11/18/16,5,0,-11,8
Kemba Walker,11/18/16,4,1,-6,-1
Kyle Lowry,11/18/16,2,1,-14,13
Chandler Parsons,11/18/16,1,1,-115,56
Kyle Lowry,11/18/16,3,1,-112,16
DeMar DeRozan,11/18/16,5,0,132,51
Cody Zeller,11/18/16,1,1,30,41
Kemba Walker,11/18/16,3,1,42,105
Marvin Williams,11/18/16,2,1,53,90
Frank Kaminsky,11/18/16,1,0,-6,62
Frank Kaminsky,11/18/16,1,0,-7,72
Cody Zeller,11/18/16,2,0,63,7
Marvin Williams,11/18/16,3,0,-71,77
Anthony Davis,11/18/16,2,1,-48,70
Anthony Davis,11/18/16,4,1,-34,56
Kyle Lowry,11/18/16,3,0,22,90
DeMar DeRozan,11/18/16,4,1,-63,26
Kyle Lowry,11/18/16,2,1,66,41
Frank Kaminsky,11/18/16,2,1,-20,56
Anthony Davis,11/18/16,1,0,78,23
Cody Zeller,11/18/16,3,1,-30,38
Anthony Davis,11/18/16,1,1,-94,41
Zaza Pachulia,11/18/16,3,1,81,144
Kemba Walker,11/18/16,4,1,-142,213
Nicolas Batum,11/18/16,1,1,-14,247
Nicolas Batum,11/18/16,4,0,97,223
Kemba Walker,11/18/16,4,0,-83,232
Nicolas Batum,11/18/16,1,1,207,11
Nicolas Batum,11/18/16,1,1,-109,229
Anthony Davis,11/18/16,1,0,-11,65
Marvin Williams,11/18/16,3,1,-201,149
Anthony Davis,11/18/16,2,1,-150,56
Kemba Walker,11/18/16,1,0,-63,242
Anthony Davis,11/18/16,2,1,-79,124
Jonas Valanciunas,11/18/16,1,0,-110,28
DeMar DeRozan,11/18/16,4,0,27,144
Anthony Davis,11/18/16,3,0,-25,257
Raymond Felton,11/18/16,4,0,-25,247
DeMar DeRozan,11/18/16,4,1,174,106
Raymond Felton,11/18/16,2,1,-228,13
Nicolas Batum,11/18/16,2,1,140,106
Kemba Walker,11/18/16,3,0,-4,188
Wesley Matthews,11/18/16,1,0,-66,169
Frank Kaminsky,11/18/16,3,0,30,259
Frank Kaminsky,11/18/16,2,0,30,249
Frank Kaminsky,11/18/16,4,0,-135,228
Frank Kaminsky,11/18/16,2,0,28,252
Kyle Lowry,11/18/16,2,0,-238,23
DeMarre Carroll,11/18/16,1,0,-179,180
DeMar DeRozan,11/18/16,1,0,173,56
Kemba Walker,11/18/16,3,1,-122,180
Nicolas Batum,11/18/16,3,1,33,62
Chandler Parsons,11/18/16,3,1,227,65
Chandler Parsons,11/18/16,3,1,217,110
Kemba Walker,11/18/16,1,0,173,41
Nicolas Batum,11/18/16,3,0,-97,85
Kemba Walker,11/18/16,2,0,135,214
DeMar DeRozan,11/18/16,1,1,-109,16
Anthony Davis,11/18/16,2,1,-161,36
Kyle Lowry,11/18/16,3,0,-4,257
Wesley Matthews,11/18/16,3,0,-171,195
Marvin Williams,11/18/16,1,0,12,61
Nicolas Batum,11/18/16,4,0,101,95
Anthony Davis,11/18/16,1,0,35,200
Zaza Pachulia,11/18/16,3,0,-68,164
DeMarre Carroll,11/18/16,2,0,-191,144
Patrick Patterson,11/18/16,2,0,-194,169
Cory Joseph,11/18/16,2,0,-133,170
Nicolas Batum,11/18/16,1,0,212,120
Nicolas Batum,11/18/16,3,0,122,105
Chandler Parsons,11/18/16,1,0,184,13
Raymond Felton,11/18/16,3,0,71,375
Wesley Matthews,11/18/16,1,1,186,185
Kyle Lowry,11/18/16,3,0,-150,134
Anthony Davis,11/18/16,3,1,169,193
DeMar DeRozan,11/18/16,3,0,101,2
Dante Cunningham,11/18/16,1,1,-155,144
Chandler Parsons,11/18/16,1,1,17,264
DeMarre Carroll,11/18/16,3,0,230,97
Kemba Walker,11/18/16,4,1,-104,237
Kyle Lowry,11/18/16,4,0,-147,213
Marvin Williams,11/18/16,3,1,112,223
Kemba Walker,11/18/16,1,0,195,154
Marvin Williams,11/18/16,1,0,-40,244
Marvin Williams,11/18/16,4,0,199,2
Anthony Davis,11/18/16,3,1,50,188
DeMarre Carroll,11/18/16,1,1,-202,139
Cory Joseph,11/18/16,1,0,-227,-1
Marvin Williams,11/18/16,3,0,-71,237
Marvin Williams,11/18/16,1,0,-91,232
Patrick Patterson,11/18/16,5,0,-163,188
DeMar DeRozan,11/18/16,2,0,-178,82
Kyle Lowry,11/18/16,3,0,-55,-6
Wesley Matthews,11/18/16,3,0,168,188
Cory Joseph,11/18/16,4,0,209,144
Dante Cunningham,11/18/16,3,0,-227,51
Dante Cunningham,11/18/16,1,0,235,90
DeMar DeRozan,11/18/16,4,0,169,120
DeMar DeRozan,11/18/16,1,1,68,0
Dwight Powell,11/18/16,2,0,58,160
Kyle Lowry,11/18/16,1,1,10,244
Kyle Lowry,11/18/16,1,1,-102,228
Chandler Parsons,11/18/16,3,0,-110,252
DeMar DeRozan,11/18/16,1,0,177,41
DeMar DeRozan,11/18/16,1,1,68,159
Kemba Walker,11/18/16,2,0,-27,178
Jonas Valanciunas,11/18/16,4,1,-29,90
Anthony Davis,11/18/16,3,0,-169,183
DeMarre Carroll,11/18/16,1,0,173,124
Nicolas Batum,11/18/16,3,0,84,232
Nicolas Batum,11/18/16,3,0,12,247
Anthony Davis,11/18/16,4,1,-70,105
Dwight Powell,11/18/16,1,0,-183,46
Nicolas Batum,11/18/16,3,0,-135,65
DeMar DeRozan,11/18/16,3,0,-20,169
Anthony Davis,11/18/16,1,0,94,149
Wesley Matthews,11/18/16,1,0,48,249
Anthony Davis,11/18/16,4,0,-112,214
Nicolas Batum,11/18/16,1,1,68,7
Kyle Lowry,11/18/16,2,0,115,31
Kemba Walker,11/18/16,4,0,91,106
Anthony Davis,11/18/16,3,1,35,124
Anthony Davis,11/18/16,4,1,-102,237
Patrick Patterson,11/18/16,2,0,-6,247
Cory Joseph,11/18/16,2,0,-151,3
Dwight Powell,11/18/16,3,0,123,154
Nicolas Batum,11/18/16,1,1,148,210
Cody Zeller,11/18/16,2,1,115,164
DeMar DeRozan,11/18/16,1,0,-112,223
Jonas Valanciunas,11/18/16,1,1,-60,92
Nicolas Batum,11/18/16,2,1,-76,234
Patrick Patterson,11/18/16,2,0,192,174
Cody Zeller,11/18/16,1,1,-14,3
Frank Kaminsky,11/18/16,4,0,-19,11
Omer Asik,11/18/16,1,1,-14,-6
DeMarre Carroll,11/18/16,1,1,20,-1
Frank Kaminsky,11/18/16,3,0,0,21
Jonas Valanciunas,11/18/16,4,1,-7,2
DeMar DeRozan,11/18/16,2,1,12,2
Cody Zeller,11/18/16,1,1,9,3
Kemba Walker,11/18/16,2,0,-6,2
DeMar DeRozan,11/18/16,2,0,-14,-11
Cory Joseph,11/18/16,2,0,19,11
Nicolas Batum,11/18/16,4,0,-2,8
DeMar DeRozan,11/18/16,3,1,22,11
Zaza Pachulia,11/18/16,1,0,10,-6
DeMarre Carroll,11/18/16,1,0,24,7
Cory Joseph,11/18/16,2,0,22,16
DeMarre Carroll,11/18/16,1,1,-4,-1
Cory Joseph,11/18/16,2,1,6,3
Anthony Davis,11/18/16,1,0,-6,7
Jonas Valanciunas,11/18/16,3,1,-24,11
Chandler Parsons,11/18/16,2,0,153,203
DeMar DeRozan,11/18/16,3,1,-48,61
Kyle Lowry,11/18/16,3,1,-184,178
Kyle Lowry,11/18/16,5,0,159,203
Kemba Walker,11/18/16,3,0,45,154
Omer Asik,11/18/16,3,0,-12,2
Anthony Davis,11/18/16,2,1,9,3
Kemba Walker,11/18/16,3,1,-32,7
Kyle Lowry,11/18/16,3,0,63,-5
Kemba Walker,11/18/16,3,1,-4,3
DeMar DeRozan,11/18/16,2,0,138,141
Wesley Matthews,11/18/16,4,0,58,247
Wesley Matthews,11/18/16,1,1,-186,195
Wesley Matthews,11/18/16,2,0,87,244
Kemba Walker,11/18/16,4,0,-101,159
Kemba Walker,11/18/16,1,0,-2,247
Zaza Pachulia,11/18/16,1,0,14,8
Zaza Pachulia,11/18/16,1,1,-4,-1
DeMar DeRozan,11/18/16,4,0,-176,38
Jonas Valanciunas,11/18/16,4,0,-65,36
Jonas Valanciunas,11/18/16,4,1,-53,51
Jonas Valanciunas,11/18/16,1,0,-112,-6
DeMar DeRozan,11/18/16,3,1,20,16
Anthony Davis,11/18/16,2,1,-52,38
Dante Cunningham,11/18/16,2,1,-53,62
Anthony Davis,11/19/16,3,0,4,7
Kemba Walker,11/19/16,1,1,-24,11
Raymond Felton,11/19/16,4,1,14,21
Eric Gordon,11/19/16,2,1,-30,75
Frank Kaminsky,11/19/16,5,1,24,3
Eric Gordon,11/19/16,2,0,24,7
Eric Gordon,11/19/16,2,0,22,2
Raymond Felton,11/19/16,4,0,-11,11
Dwight Powell,11/19/16,2,0,9,11
Kemba Walker,11/19/16,4,1,22,2
Eric Gordon,11/19/16,4,0,-16,7
Eric Gordon,11/19/16,4,1,-29,11
Eric Gordon,11/19/16,1,1,28,0
Kemba Walker,11/19/16,3,1,-12,7
Nicolas Batum,11/19/16,2,1,105,120
Eric Gordon,11/19/16,4,0,79,105
Wesley Matthews,11/19/16,3,0,61,46
Kemba Walker,11/19/16,4,1,-45,47
Marvin Williams,11/19/16,3,0,-35,26
Anthony Davis,11/19/16,1,1,-4,46
Wesley Matthews,11/19/16,1,0,148,61
Frank Kaminsky,11/19/16,1,1,-56,242
Frank Kaminsky,11/19/16,2,1,187,185
Frank Kaminsky,11/19/16,4,0,-30,7
Frank Kaminsky,11/19/16,2,0,217,126
Frank Kaminsky,11/19/16,4,1,0,46
Frank Kaminsky,11/19/16,4,1,-235,3
Frank Kaminsky,11/19/16,1,0,-37,252
Frank Kaminsky,11/19/16,2,0,127,237
Frank Kaminsky,11/19/16,3,0,33,247
Kemba Walker,11/19/16,4,0,71,254
Frank Kaminsky,11/19/16,4,0,-201,183
Raymond Felton,11/19/16,2,0,-43,242
Eric Gordon,11/19/16,4,1,223,121
Anthony Davis,11/19/16,3,0,66,185
Nicolas Batum,11/19/16,2,0,73,41
Kemba Walker,11/19/16,4,0,91,146
Nicolas Batum,11/19/16,1,0,64,52
Marvin Williams,11/19/16,3,0,17,51
Dante Cunningham,11/19/16,4,0,-241,18
Marvin Williams,11/19/16,1,1,-142,16
Kemba Walker,11/19/16,5,0,-22,257
Kemba Walker,11/19/16,2,0,-101,232
Anthony Davis,11/19/16,5,1,-86,169
Kemba Walker,11/19/16,1,0,181,185
Anthony Davis,11/19/16,1,0,1,247
Anthony Davis,11/19/16,4,1,120,228
Kemba Walker,11/19/16,3,0,-22,26
Kemba Walker,11/19/16,1,0,15,257
Anthony Davis,11/19/16,3,1,166,198
Marvin Williams,11/19/16,4,0,-104,43
Marvin Williams,11/19/16,3,1,56,247
Marvin Williams,11/19/16,3,0,-32,198
Anthony Davis,11/19/16,3,1,-53,149
Wesley Matthews,11/19/16,3,0,-160,188
Dante Cunningham,11/19/16,1,0,-66,3
Kemba Walker,11/19/16,4,0,-161,95
Anthony Davis,11/19/16,1,0,73,160
Anthony Davis,11/19/16,3,0,91,126
Wesley Matthews,11/19/16,2,0,145,208
Anthony Davis,11/19/16,1,0,-12,75
Anthony Davis,11/19/16,1,1,4,120
Marvin Williams,11/19/16,5,1,-78,46
Anthony Davis,11/19/16,3,0,12,52
Nicolas Batum,11/19/16,5,0,159,188
Marvin Williams,11/19/16,5,0,110,228
Dante Cunningham,11/19/16,2,0,163,31
Wesley Matthews,11/19/16,2,1,-176,164
Nicolas Batum,11/19/16,5,0,-189,174
Nicolas Batum,11/19/16,2,0,156,183
Dwight Powell,11/19/16,3,0,-187,-6
Eric Gordon,11/19/16,2,0,158,223
Anthony Davis,11/19/16,1,1,32,36
Eric Gordon,11/19/16,2,0,182,188
Nicolas Batum,11/19/16,3,0,-45,252
Marvin Williams,11/19/16,3,0,-232,120
Kemba Walker,11/19/16,5,0,30,131
Wesley Matthews,11/19/16,4,1,-40,242
Kemba Walker,11/19/16,3,1,-129,218
Kemba Walker,11/19/16,4,0,105,247
Wesley Matthews,11/19/16,4,0,-161,52
Kemba Walker,11/19/16,5,0,96,242
Wesley Matthews,11/19/16,4,0,163,218
Anthony Davis,11/19/16,5,0,-24,257
Nicolas Batum,11/19/16,4,0,-207,75
Eric Gordon,11/19/16,4,1,230,101
Marvin Williams,11/19/16,1,0,179,205
Kemba Walker,11/19/16,2,0,27,21
Dante Cunningham,11/19/16,2,1,235,16
Dante Cunningham,11/19/16,4,1,232,36
Marvin Williams,11/19/16,1,0,-237,-6
Kemba Walker,11/19/16,1,1,-112,-6
Eric Gordon,11/19/16,4,0,158,213
Nicolas Batum,11/19/16,3,1,233,67
Nicolas Batum,11/19/16,1,1,-151,223
Anthony Davis,11/19/16,1,1,73,156
Dwight Powell,11/19/16,4,0,-153,90
Marvin Williams,11/19/16,1,0,-233,3
Kemba Walker,11/19/16,3,1,91,228
Anthony Davis,11/19/16,5,1,2,31
Dwight Powell,11/19/16,2,0,50,187
Wesley Matthews,11/19/16,2,0,168,156
Anthony Davis,11/19/16,1,0,81,180
Anthony Davis,11/19/16,1,0,-183,195
Frank Kaminsky,11/19/16,2,1,-11,2
Kemba Walker,11/19/16,3,1,22,2
Anthony Davis,11/19/16,5,1,1,26
Kemba Walker,11/19/16,4,0,17,11
Dante Cunningham,11/19/16,1,0,0,16
Dwight Powell,11/19/16,1,0,19,-1
Kemba Walker,11/19/16,2,0,-20,13
Marvin Williams,11/19/16,1,0,2,21
Anthony Davis,11/19/16,3,0,-12,-1
Kemba Walker,11/19/16,3,0,-11,8
Kemba Walker,11/19/16,3,1,6,8
Zaza Pachulia,11/19/16,2,0,1,7
Zaza Pachulia,11/19/16,3,0,-3,-6
Anthony Davis,11/19/16,3,0,-20,7
Dante Cunningham,11/19/16,1,0,15,3
Zaza Pachulia,11/19/16,3,0,9,13
Eric Gordon,11/19/16,2,0,19,11
Eric Gordon,11/19/16,1,0,-16,257
Eric Gordon,11/19/16,3,1,-150,219
Wesley Matthews,11/19/16,2,1,109,170
Eric Gordon,11/19/16,2,1,64,242
Dwight Powell,11/19/16,1,0,-153,95
Anthony Davis,11/19/16,4,1,24,7
Kemba Walker,11/19/16,2,1,-24,8
Anthony Davis,11/19/16,2,1,-4,51
Wesley Matthews,11/19/16,3,1,195,156
Anthony Davis,11/19/16,2,1,17,154
Zaza Pachulia,11/19/16,2,0,-5,-6
Dante Cunningham,11/19/16,1,0,20,15
Zaza Pachulia,11/19/16,2,1,-12,-5
Marvin Williams,11/19/16,2,0,8,21
Zaza Pachulia,11/19/16,2,0,1,8
Anthony Davis,11/19/16,5,1,0,21
Zaza Pachulia,11/19/16,2,1,-9,-1
Raymond Felton,11/19/16,2,0,-61,65
Anthony Davis,11/19/16,2,1,-61,62
DeMarre Carroll,11/20/16,3,1,24,11
Kyle Lowry,11/20/16,3,1,-25,18
DeMar DeRozan,11/20/16,1,1,1,21
DeMar DeRozan,11/20/16,1,1,-106,72
DeMar DeRozan,11/20/16,3,0,69,21
Jonas Valanciunas,11/20/16,1,1,-48,8
Jonas Valanciunas,11/20/16,1,1,-16,57
Cory Joseph,11/20/16,1,0,28,33
Kyle Lowry,11/20/16,4,1,38,11
Kyle Lowry,11/20/16,3,0,15,33
Kyle Lowry,11/20/16,4,0,33,3
Jonas Valanciunas,11/20/16,1,1,32,16
DeMar DeRozan,11/20/16,2,0,-22,11
DeMarre Carroll,11/20/16,2,1,28,11
Kyle Lowry,11/20/16,2,1,37,11
Jonas Valanciunas,11/20/16,2,1,0,1
Jonas Valanciunas,11/20/16,2,1,0,1
Jonas Valanciunas,11/20/16,1,1,0,1
Luis Scola,11/20/16,2,1,122,43
DeMar DeRozan,11/20/16,1,1,12,175
Alonzo Gee,11/20/16,4,0,158,2
DeMar DeRozan,11/20/16,3,0,4,116
Cory Joseph,11/20/16,1,0,-81,26
Cory Joseph,11/20/16,3,0,10,51
Kyle Lowry,11/20/16,2,1,-92,77
DeMarre Carroll,11/20/16,1,1,177,183
DeMarre Carroll,11/20/16,3,1,-140,205
Kyle Lowry,11/20/16,4,0,213,136
Cory Joseph,11/20/16,3,0,125,237
Kyle Lowry,11/20/16,4,0,-158,185
DeMar DeRozan,11/20/16,4,0,-34,16
Cory Joseph,11/20/16,4,1,-92,228
DeMar DeRozan,11/20/16,2,0,-24,36
DeMarre Carroll,11/20/16,1,0,212,116
DeMarre Carroll,11/20/16,2,1,76,232
DeMar DeRozan,11/20/16,2,0,-61,195
DeMar DeRozan,11/20/16,4,0,25,183
Patrick Patterson,11/20/16,4,1,207,139
DeMarre Carroll,11/20/16,3,0,-124,218
Kyle Lowry,11/20/16,2,0,2,149
DeMar DeRozan,11/20/16,3,0,67,14
Jonas Valanciunas,11/20/16,2,0,-68,154
DeMarre Carroll,11/20/16,2,0,119,208
Patrick Patterson,11/20/16,2,1,-222,11
Kyle Lowry,11/20/16,1,0,-53,278
Kyle Lowry,11/20/16,3,0,12,144
DeMar DeRozan,11/20/16,4,0,19,57
Patrick Patterson,11/20/16,4,0,-217,111
Kyle Lowry,11/20/16,3,1,232,0
Luis Scola,11/20/16,2,0,242,-21
Jonas Valanciunas,11/20/16,1,0,-165,41
DeMar DeRozan,11/20/16,3,0,122,219
Luis Scola,11/20/16,1,0,58,259
Patrick Patterson,11/20/16,2,1,-228,111
Patrick Patterson,11/20/16,3,0,-199,149
Kyle Lowry,11/20/16,2,0,101,229
Patrick Patterson,11/20/16,2,0,-240,16
DeMarre Carroll,11/20/16,4,0,30,80
Jonas Valanciunas,11/20/16,2,1,4,47
DeMar DeRozan,11/20/16,3,0,2,67
DeMarre Carroll,11/20/16,1,1,28,13
DeMarre Carroll,11/20/16,3,0,2,21
Kyle Lowry,11/20/16,1,1,27,7
Patrick Patterson,11/20/16,3,1,30,7
Jonas Valanciunas,11/20/16,3,1,-1,13
Jonas Valanciunas,11/20/16,2,0,-19,8
Luis Scola,11/20/16,4,0,25,13
Kyle Lowry,11/20/16,4,1,-19,249
DeMar DeRozan,11/20/16,2,0,-132,90
Kyle Lowry,11/20/16,4,0,60,247
Jonas Valanciunas,11/20/16,2,0,-24,16
Kyle Lowry,11/20/16,1,0,71,26
DeMarre Carroll,11/20/16,3,0,25,46
Jonas Valanciunas,11/20/16,3,0,0,-4
Jonas Valanciunas,11/20/16,3,0,-2,11
Jonas Valanciunas,11/20/16,3,1,-7,3
Jonas Valanciunas,11/20/16,4,0,17,3
Jonas Valanciunas,11/20/16,3,0,-5,0
Jonas Valanciunas,11/20/16,3,0,-107,11
Jonas Valanciunas,11/21/16,1,0,2,2
Zaza Pachulia,11/21/16,3,1,15,11
Dwight Powell,11/21/16,2,1,-2,-1
DeMar DeRozan,11/21/16,3,1,-7,11
Frank Kaminsky,11/21/16,1,1,-7,2
Frank Kaminsky,11/21/16,1,1,-2,3
Frank Kaminsky,11/21/16,3,1,9,2
DeMar DeRozan,11/21/16,4,0,-6,-1
DeMar DeRozan,11/21/16,1,1,37,33
Raymond Felton,11/21/16,2,0,9,80
Patrick Patterson,11/21/16,4,0,-63,65
Jonas Valanciunas,11/21/16,3,1,-1,23
Kyle Lowry,11/21/16,1,0,19,8
Kyle Lowry,11/21/16,2,1,14,16
Kemba Walker,11/21/16,3,1,4,7
Kyle Lowry,11/21/16,4,1,-22,2
Kyle Lowry,11/21/16,2,0,17,3
Kyle Lowry,11/21/16,4,1,-9,7
Kyle Lowry,11/21/16,3,0,-9,16
Cory Joseph,11/21/16,2,0,-7,11
Kemba Walker,11/21/16,1,1,-2,2
DeMar DeRozan,11/21/16,1,0,14,21
Zaza Pachulia,11/21/16,1,0,6,16
Kyle Lowry,11/21/16,3,0,2,18
DeMar DeRozan,11/21/16,3,1,19,3
Cory Joseph,11/21/16,2,1,17,16
Frank Kaminsky,11/21/16,4,1,12,-5
Wesley Matthews,11/21/16,1,1,146,115
Jonas Valanciunas,11/21/16,1,1,-12,7
DeMar DeRozan,11/21/16,3,1,84,82
Eric Gordon,11/21/16,4,0,123,38
Jonas Valanciunas,11/21/16,2,1,6,41
Marvin Williams,11/21/16,1,0,-171,180
DeMar DeRozan,11/21/16,1,0,-96,247
Kemba Walker,11/21/16,2,1,-143,208
Kemba Walker,11/21/16,3,0,19,249
Kemba Walker,11/21/16,1,0,-225,13
Patrick Patterson,11/21/16,1,0,84,232
Eric Gordon,11/21/16,2,0,-225,151
Kemba Walker,11/21/16,4,0,-71,239
Kemba Walker,11/21/16,3,0,215,129
Marvin Williams,11/21/16,3,0,-209,141
Dwight Powell,11/21/16,3,0,197,46
Eric Gordon,11/21/16,4,0,215,154
Marvin Williams,11/21/16,3,0,-74,21
Patrick Patterson,11/21/16,4,1,-53,237
Frank Kaminsky,11/21/16,1,1,-73,247
Nicolas Batum,11/21/16,1,0,-192,205
Kemba Walker,11/21/16,2,0,-20,458
Wesley Matthews,11/21/16,3,0,-230,16
Patrick Patterson,11/21/16,2,0,42,242
Wesley Matthews,11/21/16,3,1,-233,11
Kyle Lowry,11/21/16,4,1,-107,224
Kyle Lowry,11/21/16,4,0,125,254
Nicolas Batum,11/21/16,3,1,164,178
DeMar DeRozan,11/21/16,2,0,-125,56
Wesley Matthews,11/21/16,1,0,230,16
Patrick Patterson,11/21/16,3,1,240,21
Frank Kaminsky,11/21/16,3,1,58,41
